Match Day,Match Date (UTC),Match Time(New York),Match Time(London),Match Time(Moscow),Match Time(Dubai),Match Time(Shanghai),Fixture,Stadium,Home Team,Home Goal,Away Goal,Away Team,Last Update Time,Stage,Status,Note4,Likely Home Goal,Likely Away Goal,Projected Home Goal,Projected Away Goal,Win %,Draw %,Loss %,Guess Home,Guess Away,Dice Home,Dice Away,Match Time(Chicago),Match Time(Albuqerque),Match Time(San Francisco),,,,,,,,,,,,,,,,,,,,,
6,"Monday, September 30, 2024",9/30/24 3:00 p.m.,9/30/24 8:00 p.m.,9/30/24 10:00 p.m.,9/30/24 11:00 p.m.,10/1/24 3:00 a.m.,Bournemouth vs Southampton,Vitality Stadium,Bournemouth,3,1,Southampton,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,1.56,1.30,43.4%,24.7%,31.7%,3,1,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
7,"Saturday, October 05, 2024",10/5/24 7:30 a.m.,10/5/24 12:30 p.m.,10/5/24 2:30 p.m.,10/5/24 3:30 p.m.,10/5/24 7:30 p.m.,Crystal Palace vs Liverpool,Selhurst Park,Crystal Palace,0,1,Liverpool,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,1.15,1.81,24.0%,23.0%,52.7%,0,1,,,6:30,5:30,4:30,,,,,,,,,,,,,,,,,,,,,
7,"Saturday, October 05, 2024",10/5/24 10:00 a.m.,10/5/24 3:00 p.m.,10/5/24 5:00 p.m.,10/5/24 6:00 p.m.,10/5/24 10:00 p.m.,Arsenal vs Southampton,Emirates Stadium,Arsenal,3,1,Southampton,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,3,0,2.50,0.59,77.6%,14.2%,6.8%,3,1,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
7,"Saturday, October 05, 2024",10/5/24 10:00 a.m.,10/5/24 3:00 p.m.,10/5/24 5:00 p.m.,10/5/24 6:00 p.m.,10/5/24 10:00 p.m.,Brentford vs Wolves,Gtech Community Stadium,Brentford,5,3,Wolves,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,0,1.82,0.78,61.7%,22.4%,15.6%,5,3,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
7,"Saturday, October 05, 2024",10/5/24 10:00 a.m.,10/5/24 3:00 p.m.,10/5/24 5:00 p.m.,10/5/24 6:00 p.m.,10/5/24 10:00 p.m.,Leicester City vs Bournemouth,King Power Stadium,Leicester City,1,0,Bournemouth,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,1.66,0.92,54.8%,24.4%,20.7%,1,0,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
7,"Saturday, October 05, 2024",10/5/24 10:00 a.m.,10/5/24 3:00 p.m.,10/5/24 5:00 p.m.,10/5/24 6:00 p.m.,10/5/24 10:00 p.m.,Man City vs Fulham,Etihad Stadium,Man City,3,2,Fulham,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,3,0,2.48,0.74,74.0%,15.5%,9.1%,3,2,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
7,"Saturday, October 05, 2024",10/5/24 10:00 a.m.,10/5/24 3:00 p.m.,10/5/24 5:00 p.m.,10/5/24 6:00 p.m.,10/5/24 10:00 p.m.,West Ham vs Ipswich Town,London Stadium,West Ham,4,1,Ipswich Town,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,1.99,0.85,63.6%,20.7%,15.2%,4,1,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
7,"Saturday, October 05, 2024",10/5/24 12:30 p.m.,10/5/24 5:30 p.m.,10/5/24 7:30 p.m.,10/5/24 8:30 p.m.,10/6/24 12:30 a.m.,Everton vs Newcastle,Goodison Park,Everton,0,0,Newcastle,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,1.00,1.97,18.7%,21.4%,59.5%,0,0,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
7,"Sunday, October 06, 2024",10/6/24 9:00 a.m.,10/6/24 2:00 p.m.,10/6/24 4:00 p.m.,10/6/24 5:00 p.m.,10/6/24 9:00 p.m.,Aston Villa vs Man Utd,Villa Park,Aston Villa,0,0,Man Utd,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,1,1.44,1.42,37.9%,24.9%,37.0%,0,0,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
7,"Sunday, October 06, 2024",10/6/24 9:00 a.m.,10/6/24 2:00 p.m.,10/6/24 4:00 p.m.,10/6/24 5:00 p.m.,10/6/24 9:00 p.m.,Chelsea vs Nott'm Forest,Stamford Bridge,Chelsea,1,1,Nott'm Forest,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,1.97,0.88,62.4%,21.1%,16.1%,1,1,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
7,"Sunday, October 06, 2024",10/6/24 11:30 a.m.,10/6/24 4:30 p.m.,10/6/24 6:30 p.m.,10/6/24 7:30 p.m.,10/6/24 11:30 p.m.,Brighton vs Spurs,American Express Stadium,Brighton,3,2,Spurs,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,2.18,1.48,52.8%,20.5%,25.9%,3,2,,,10:30,9:30,8:30,,,,,,,,,,,,,,,,,,,,,
8,"Saturday, October 19, 2024",10/19/24 7:30 a.m.,10/19/24 12:30 p.m.,10/19/24 2:30 p.m.,10/19/24 3:30 p.m.,10/19/24 7:30 p.m.,Spurs vs West Ham,Tottenham Hotspur Stadium,Spurs,4,1,West Ham,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,1.72,1.45,43.8%,23.3%,32.6%,4,1,,,6:30,5:30,4:30,,,,,,,,,,,,,,,,,,,,,
8,"Saturday, October 19, 2024",10/19/24 10:00 a.m.,10/19/24 3:00 p.m.,10/19/24 5:00 p.m.,10/19/24 6:00 p.m.,10/19/24 10:00 p.m.,Fulham vs Aston Villa,Craven Cottage,Fulham,1,3,Aston Villa,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,1.07,1.47,27.5%,26.1%,46.3%,1,3,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
8,"Saturday, October 19, 2024",10/19/24 10:00 a.m.,10/19/24 3:00 p.m.,10/19/24 5:00 p.m.,10/19/24 6:00 p.m.,10/19/24 10:00 p.m.,Man Utd vs Brentford,Old Trafford,Man Utd,2,1,Brentford,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,1.74,1.40,45.4%,23.3%,31.0%,2,1,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
8,"Saturday, October 19, 2024",10/19/24 10:00 a.m.,10/19/24 3:00 p.m.,10/19/24 5:00 p.m.,10/19/24 6:00 p.m.,10/19/24 10:00 p.m.,Newcastle vs Brighton,St. James' Park,Newcastle,0,1,Brighton,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,1.84,1.56,44.2%,22.4%,32.9%,0,1,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
8,"Saturday, October 19, 2024",10/19/24 10:00 a.m.,10/19/24 3:00 p.m.,10/19/24 5:00 p.m.,10/19/24 6:00 p.m.,10/19/24 10:00 p.m.,Southampton vs Leicester City,St. Mary's Stadium,Southampton,2,3,Leicester City,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,1.39,1.61,33.0%,24.1%,42.7%,2,3,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
8,"Saturday, October 19, 2024",10/19/24 10:15 a.m.,10/19/24 3:15 p.m.,10/19/24 5:15 p.m.,10/19/24 6:15 p.m.,10/19/24 10:15 p.m.,Ipswich Town vs Everton,Portman Road,Ipswich Town,0,2,Everton,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,1.33,1.69,30.3%,23.8%,45.8%,0,2,,,9:15,8:15,7:15,,,,,,,,,,,,,,,,,,,,,
8,"Saturday, October 19, 2024",10/19/24 12:30 p.m.,10/19/24 5:30 p.m.,10/19/24 7:30 p.m.,10/19/24 8:30 p.m.,10/20/24 12:30 a.m.,Bournemouth vs Arsenal,Vitality Stadium,Bournemouth,2,0,Arsenal,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,0.94,2.17,15.1%,19.4%,64.8%,2,0,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
8,"Sunday, October 20, 2024",10/20/24 9:00 a.m.,10/20/24 2:00 p.m.,10/20/24 4:00 p.m.,10/20/24 5:00 p.m.,10/20/24 9:00 p.m.,Wolves vs Man City,Molineux Stadium,Wolves,1,2,Man City,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,0,2,0.43,2.34,5.2%,14.3%,79.4%,1,2,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
8,"Sunday, October 20, 2024",10/20/24 11:30 a.m.,10/20/24 4:30 p.m.,10/20/24 6:30 p.m.,10/20/24 7:30 p.m.,10/20/24 11:30 p.m.,Liverpool vs Chelsea,Anfield,Liverpool,2,1,Chelsea,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,2.06,1.27,55.0%,21.2%,23.2%,2,1,,,10:30,9:30,8:30,,,,,,,,,,,,,,,,,,,,,
8,"Monday, October 21, 2024",10/21/24 3:00 p.m.,10/21/24 8:00 p.m.,10/21/24 10:00 p.m.,10/21/24 11:00 p.m.,10/22/24 3:00 a.m.,Nott'm Forest vs Crystal Palace,The City Ground,Nott'm Forest,1,0,Crystal Palace,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,0.90,1.56,21.8%,25.4%,52.6%,1,0,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
9,"Friday, October 25, 2024",10/25/24 3:00 p.m.,10/25/24 8:00 p.m.,10/25/24 10:00 p.m.,10/25/24 11:00 p.m.,10/26/24 3:00 a.m.,Leicester City vs Nott'm Forest,King Power Stadium,Leicester City,1,3,Nott'm Forest,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,0,1.53,0.71,56.9%,25.8%,17.3%,1,3,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
9,"Saturday, October 26, 2024",10/26/24 10:00 a.m.,10/26/24 3:00 p.m.,10/26/24 5:00 p.m.,10/26/24 6:00 p.m.,10/26/24 10:00 p.m.,Aston Villa vs Bournemouth,Villa Park,Aston Villa,1,1,Bournemouth,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,0,1.82,0.75,62.5%,22.3%,15.0%,1,1,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
9,"Saturday, October 26, 2024",10/26/24 10:00 a.m.,10/26/24 3:00 p.m.,10/26/24 5:00 p.m.,10/26/24 6:00 p.m.,10/26/24 10:00 p.m.,Brentford vs Ipswich Town,Gtech Community Stadium,Brentford,4,3,Ipswich Town,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,2.17,0.85,66.8%,19.0%,13.5%,4,3,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
9,"Saturday, October 26, 2024",10/26/24 10:00 a.m.,10/26/24 3:00 p.m.,10/26/24 5:00 p.m.,10/26/24 6:00 p.m.,10/26/24 10:00 p.m.,Brighton vs Wolves,American Express Stadium,Brighton,2,2,Wolves,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,0,2.22,0.72,70.9%,17.7%,10.6%,2,2,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
9,"Saturday, October 26, 2024",10/26/24 10:00 a.m.,10/26/24 3:00 p.m.,10/26/24 5:00 p.m.,10/26/24 6:00 p.m.,10/26/24 10:00 p.m.,Man City vs Southampton,Etihad Stadium,Man City,1,0,Southampton,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,0,2.39,0.50,78.3%,14.5%,6.0%,1,0,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
9,"Saturday, October 26, 2024",10/26/24 12:30 p.m.,10/26/24 5:30 p.m.,10/26/24 7:30 p.m.,10/26/24 8:30 p.m.,10/27/24 12:30 a.m.,Everton vs Fulham,Goodison Park,Everton,1,1,Fulham,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,2,1.41,1.49,35.7%,24.7%,39.4%,1,1,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
9,"Sunday, October 27, 2024",10/27/24 10:00 a.m.,10/27/24 2:00 p.m.,10/27/24 5:00 p.m.,10/27/24 6:00 p.m.,10/27/24 10:00 p.m.,Chelsea vs Newcastle,Stamford Bridge,Chelsea,2,1,Newcastle,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,1.25,1.62,29.3%,24.4%,46.0%,2,1,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
9,"Sunday, October 27, 2024",10/27/24 10:00 a.m.,10/27/24 2:00 p.m.,10/27/24 5:00 p.m.,10/27/24 6:00 p.m.,10/27/24 10:00 p.m.,Crystal Palace vs Spurs,Selhurst Park,Crystal Palace,1,0,Spurs,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,1,1.25,1.37,33.9%,26.2%,39.8%,1,0,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
9,"Sunday, October 27, 2024",10/27/24 10:00 a.m.,10/27/24 2:00 p.m.,10/27/24 5:00 p.m.,10/27/24 6:00 p.m.,10/27/24 10:00 p.m.,West Ham vs Man Utd,London Stadium,West Ham,2,1,Man Utd,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,1.37,1.72,30.5%,23.5%,45.7%,2,1,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
9,"Sunday, October 27, 2024",10/27/24 12:30 p.m.,10/27/24 4:30 p.m.,10/27/24 7:30 p.m.,10/27/24 8:30 p.m.,10/28/24 12:30 a.m.,Arsenal vs Liverpool,Emirates Stadium,Arsenal,2,2,Liverpool,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,2,1.94,1.80,41.6%,21.4%,36.3%,2,2,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
10,"Saturday, November 02, 2024",11/2/24 8:30 a.m.,11/2/24 12:30 p.m.,11/2/24 3:30 p.m.,11/2/24 4:30 p.m.,11/2/24 8:30 p.m.,Newcastle vs Arsenal,St. James' Park,Newcastle,1,0,Arsenal,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,2,1.46,1.39,39.1%,25.0%,35.8%,1,0,,,7:30,6:30,5:30,,,,,,,,,,,,,,,,,,,,,
10,"Saturday, November 02, 2024",11/2/24 11:00 a.m.,11/2/24 3:00 p.m.,11/2/24 6:00 p.m.,11/2/24 7:00 p.m.,11/2/24 11:00 p.m.,Bournemouth vs Man City,Vitality Stadium,Bournemouth,2,1,Man City,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,0,2,0.57,2.43,6.9%,14.7%,77.2%,2,1,,,10:00,9:00,8:00,,,,,,,,,,,,,,,,,,,,,
10,"Saturday, November 02, 2024",11/2/24 11:00 a.m.,11/2/24 3:00 p.m.,11/2/24 6:00 p.m.,11/2/24 7:00 p.m.,11/2/24 11:00 p.m.,Ipswich Town vs Leicester City,Portman Road,Ipswich Town,1,1,Leicester City,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,1.34,1.74,29.7%,23.4%,46.7%,1,1,,,10:00,9:00,8:00,,,,,,,,,,,,,,,,,,,,,
10,"Saturday, November 02, 2024",11/2/24 11:00 a.m.,11/2/24 3:00 p.m.,11/2/24 6:00 p.m.,11/2/24 7:00 p.m.,11/2/24 11:00 p.m.,Liverpool vs Brighton,Anfield,Liverpool,2,1,Brighton,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,2,1.81,1.70,40.9%,22.2%,36.5%,2,1,,,10:00,9:00,8:00,,,,,,,,,,,,,,,,,,,,,
10,"Saturday, November 02, 2024",11/2/24 11:00 a.m.,11/2/24 3:00 p.m.,11/2/24 6:00 p.m.,11/2/24 7:00 p.m.,11/2/24 11:00 p.m.,Nott'm Forest vs West Ham,The City Ground,Nott'm Forest,3,0,West Ham,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,1.11,1.45,29.0%,26.2%,44.8%,3,0,,,10:00,9:00,8:00,,,,,,,,,,,,,,,,,,,,,
10,"Saturday, November 02, 2024",11/2/24 11:00 a.m.,11/2/24 3:00 p.m.,11/2/24 6:00 p.m.,11/2/24 7:00 p.m.,11/2/24 11:00 p.m.,Southampton vs Everton,St. Mary's Stadium,Southampton,1,0,Everton,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,2,1.38,1.56,33.6%,24.5%,41.7%,1,0,,,10:00,9:00,8:00,,,,,,,,,,,,,,,,,,,,,
10,"Saturday, November 02, 2024",11/2/24 1:30 p.m.,11/2/24 5:30 p.m.,11/2/24 8:30 p.m.,11/2/24 9:30 p.m.,11/3/24 1:30 a.m.,Wolves vs Crystal Palace,Molineux Stadium,Wolves,2,2,Crystal Palace,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,1,0.81,1.17,25.3%,30.4%,44.3%,2,2,,,12:30,11:30,10:30,,,,,,,,,,,,,,,,,,,,,
10,"Sunday, November 03, 2024",11/3/24 9:00 a.m.,11/3/24 2:00 p.m.,11/3/24 5:00 p.m.,11/3/24 6:00 p.m.,11/3/24 10:00 p.m.,Spurs vs Aston Villa,Tottenham Hotspur Stadium,Spurs,4,1,Aston Villa,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,2,1.39,1.52,34.6%,24.7%,40.5%,4,1,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
10,"Sunday, November 03, 2024",11/3/24 11:30 a.m.,11/3/24 4:30 p.m.,11/3/24 7:30 p.m.,11/3/24 8:30 p.m.,11/4/24 12:30 a.m.,Man Utd vs Chelsea,Old Trafford,Man Utd,1,1,Chelsea,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,1.75,1.34,46.9%,23.4%,29.5%,1,1,,,10:30,9:30,8:30,,,,,,,,,,,,,,,,,,,,,
10,"Monday, November 04, 2024",11/4/24 3:00 p.m.,11/4/24 8:00 p.m.,11/4/24 11:00 p.m.,11/5/24 12:00 a.m.,11/5/24 4:00 a.m.,Fulham vs Brentford,Craven Cottage,Fulham,2,1,Brentford,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,1.25,1.56,30.4%,24.9%,44.6%,2,1,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
11,"Saturday, November 09, 2024",11/9/24 10:00 a.m.,11/9/24 3:00 p.m.,11/9/24 6:00 p.m.,11/9/24 7:00 p.m.,11/9/24 11:00 p.m.,Brentford vs Bournemouth,Gtech Community Stadium,Brentford,3,2,Bournemouth,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,1,1.37,0.91,47.4%,27.6%,25.0%,3,2,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
11,"Saturday, November 09, 2024",11/9/24 10:00 a.m.,11/9/24 3:00 p.m.,11/9/24 6:00 p.m.,11/9/24 7:00 p.m.,11/9/24 11:00 p.m.,Crystal Palace vs Fulham,Selhurst Park,Crystal Palace,0,2,Fulham,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,0,1.40,0.77,51.8%,27.5%,20.7%,0,2,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
11,"Saturday, November 09, 2024",11/9/24 10:00 a.m.,11/9/24 3:00 p.m.,11/9/24 6:00 p.m.,11/9/24 7:00 p.m.,11/9/24 11:00 p.m.,West Ham vs Everton,London Stadium,West Ham,0,0,Everton,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,1.69,1.19,48.7%,24.1%,27.0%,0,0,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
11,"Saturday, November 09, 2024",11/9/24 10:00 a.m.,11/9/24 3:00 p.m.,11/9/24 6:00 p.m.,11/9/24 7:00 p.m.,11/9/24 11:00 p.m.,Wolves vs Southampton,Molineux Stadium,Wolves,2,0,Southampton,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,1,1.42,1.21,41.8%,26.0%,32.1%,2,0,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
11,"Saturday, November 09, 2024",11/9/24 12:30 p.m.,11/9/24 5:30 p.m.,11/9/24 8:30 p.m.,11/9/24 9:30 p.m.,11/10/24 1:30 a.m.,Brighton vs Man City,American Express Stadium,Brighton,2,1,Man City,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,1.44,2.08,26.5%,21.1%,51.7%,2,1,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
11,"Saturday, November 09, 2024",11/9/24 3:00 p.m.,11/9/24 8:00 p.m.,11/9/24 11:00 p.m.,11/10/24 12:00 a.m.,11/10/24 4:00 a.m.,Liverpool vs Aston Villa,Anfield,Liverpool,2,0,Aston Villa,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,1.87,1.07,55.9%,22.5%,21.3%,2,0,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
11,"Sunday, November 10, 2024",11/10/24 9:00 a.m.,11/10/24 2:00 p.m.,11/10/24 5:00 p.m.,11/10/24 6:00 p.m.,11/10/24 10:00 p.m.,Man Utd vs Leicester City,Old Trafford,Man Utd,3,0,Leicester City,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,2.15,1.17,59.0%,20.3%,20.0%,3,0,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
11,"Sunday, November 10, 2024",11/10/24 9:00 a.m.,11/10/24 2:00 p.m.,11/10/24 5:00 p.m.,11/10/24 6:00 p.m.,11/10/24 10:00 p.m.,Nott'm Forest vs Newcastle,The City Ground,Nott'm Forest,1,3,Newcastle,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,0.81,2.13,12.9%,19.1%,67.3%,1,3,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
11,"Sunday, November 10, 2024",11/10/24 9:00 a.m.,11/10/24 2:00 p.m.,11/10/24 5:00 p.m.,11/10/24 6:00 p.m.,11/10/24 10:00 p.m.,Spurs vs Ipswich Town,Tottenham Hotspur Stadium,Spurs,1,2,Ipswich Town,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,2,1,2.27,1.13,62.1%,19.2%,17.8%,1,2,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
11,"Sunday, November 10, 2024",11/10/24 11:30 a.m.,11/10/24 4:30 p.m.,11/10/24 7:30 p.m.,11/10/24 8:30 p.m.,11/11/24 12:30 a.m.,Chelsea vs Arsenal,Stamford Bridge,Chelsea,1,1,Arsenal,11/11/24 8:05 a.m.,REGULAR_SEASON,FULL_TIME,,1,2,1.33,1.77,28.9%,23.2%,47.6%,1,1,,,10:30,9:30,8:30,,,,,,,,,,,,,,,,,,,,,
12,"Saturday, November 23, 2024",11/23/24 7:30 a.m.,11/23/24 12:30 p.m.,11/23/24 3:30 p.m.,11/23/24 4:30 p.m.,11/23/24 8:30 p.m.,Leicester City vs Chelsea,King Power Stadium,Leicester City,,,Chelsea,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.22,1.64,28.5%,24.3%,47.0%,,,,,6:30,5:30,4:30,,,,,,,,,,,,,,,,,,,,,
12,"Saturday, November 23, 2024",11/23/24 10:00 a.m.,11/23/24 3:00 p.m.,11/23/24 6:00 p.m.,11/23/24 7:00 p.m.,11/23/24 11:00 p.m.,Arsenal vs Nott'm Forest,Emirates Stadium,Arsenal,,,Nott'm Forest,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,3,1,2.51,0.81,72.9%,15.7%,10.0%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
12,"Saturday, November 23, 2024",11/23/24 10:00 a.m.,11/23/24 3:00 p.m.,11/23/24 6:00 p.m.,11/23/24 7:00 p.m.,11/23/24 11:00 p.m.,Aston Villa vs Crystal Palace,Villa Park,Aston Villa,,,Crystal Palace,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.31,0.88,46.5%,28.3%,25.1%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
12,"Saturday, November 23, 2024",11/23/24 10:00 a.m.,11/23/24 3:00 p.m.,11/23/24 6:00 p.m.,11/23/24 7:00 p.m.,11/23/24 11:00 p.m.,Bournemouth vs Brighton,Vitality Stadium,Bournemouth,,,Brighton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.07,2.11,18.4%,20.4%,60.7%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
12,"Saturday, November 23, 2024",11/23/24 10:00 a.m.,11/23/24 3:00 p.m.,11/23/24 6:00 p.m.,11/23/24 7:00 p.m.,11/23/24 11:00 p.m.,Everton vs Brentford,Goodison Park,Everton,,,Brentford,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.16,1.69,26.1%,24.0%,49.7%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
12,"Saturday, November 23, 2024",11/23/24 10:00 a.m.,11/23/24 3:00 p.m.,11/23/24 6:00 p.m.,11/23/24 7:00 p.m.,11/23/24 11:00 p.m.,Fulham vs Wolves,Craven Cottage,Fulham,,,Wolves,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.60,1.01,50.9%,25.0%,24.0%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
12,"Saturday, November 23, 2024",11/23/24 12:30 p.m.,11/23/24 5:30 p.m.,11/23/24 8:30 p.m.,11/23/24 9:30 p.m.,11/24/24 1:30 a.m.,Man City vs Spurs,Etihad Stadium,Man City,,,Spurs,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,3,1,2.53,1.03,68.4%,16.7%,13.4%,,,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
12,"Sunday, November 24, 2024",11/24/24 9:00 a.m.,11/24/24 2:00 p.m.,11/24/24 5:00 p.m.,11/24/24 6:00 p.m.,11/24/24 10:00 p.m.,Southampton vs Liverpool,St. Mary's Stadium,Southampton,,,Liverpool,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,0.98,2.37,14.0%,17.8%,67.1%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
12,"Sunday, November 24, 2024",11/24/24 11:30 a.m.,11/24/24 4:30 p.m.,11/24/24 7:30 p.m.,11/24/24 8:30 p.m.,11/25/24 12:30 a.m.,Ipswich Town vs Man Utd,Portman Road,Ipswich Town,,,Man Utd,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.01,2.22,16.1%,19.2%,63.9%,,,,,10:30,9:30,8:30,,,,,,,,,,,,,,,,,,,,,
